"order_id","full_date","year","quarter","month","month_name","weekday","customer_name","segment","category","sub_category","product_name","region","state","city","ship_mode","sales","quantity","discount","profit","profit_margin_pct"
"CA-2015-148635","2015-07-25 00:00:00",2015,3,7,"July","Saturday","Michelle Huthwaite","Consumer","Furniture","Chairs","Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat","West","Washington","Seattle","Second Class",561.57,2,0.2,28.08,5.00
"CA-2015-135685","2015-11-16 00:00:00",2015,4,11,"November","Monday","Mike Pelletier","Home Office","Office Supplies","Paper","Xerox 191","Central","Wisconsin","Milwaukee","Second Class",179.82,9,0.0,84.52,47.00
"CA-2015-135685","2015-11-16 00:00:00",2015,4,11,"November","Monday","Mike Pelletier","Home Office","Furniture","Furnishings","Advantus Employee of the Month Certificate Frame, 11 x 13-1/2","Central","Wisconsin","Milwaukee","Second Class",185.58,6,0.0,76.09,41.00
"CA-2015-135685","2015-11-16 00:00:00",2015,4,11,"November","Monday","Mike Pelletier","Home Office","Furniture","Tables","Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table","Central","Wisconsin","Milwaukee","Second Class",214.11,3,0.0,36.4,17.00
"CA-2015-135685","2015-11-16 00:00:00",2015,4,11,"November","Monday","Mike Pelletier","Home Office","Technology","Accessories","Logitech diNovo Edge Keyboard","Central","Wisconsin","Milwaukee","Second Class",999.96,4,0.0,229.99,23.00
"CA-2015-135685","2015-11-16 00:00:00",2015,4,11,"November","Monday","Mike Pelletier","Home Office","Furniture","Tables","Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base","Central","Wisconsin","Milwaukee","Second Class",653.55,3,0.0,111.1,17.00
"CA-2014-115259","2014-08-25 00:00:00",2014,3,8,"August","Monday","Ryan Crowe","Consumer","Office Supplies","Paper","Xerox 1921","East","Ohio","Columbus","Second Class",23.98,3,0.2,7.49,31.23
"CA-2015-100818","2015-05-31 00:00:00",2015,2,5,"May","Sunday","Janet Molinari","Corporate","Office Supplies","Labels","Avery 501","Central","Illinois","Chicago","Second Class",5.9,2,0.2,1.99,33.73
"CA-2017-153045","2017-01-19 00:00:00",2017,1,1,"January","Thursday","Neola Schneider","Consumer","Furniture","Chairs","Global Comet Stacking Arm Chair","East","Pennsylvania","Philadelphia","Second Class",887.27,3,0.3,-63.38,-7.14
"CA-2017-153045","2017-01-19 00:00:00",2017,1,1,"January","Thursday","Neola Schneider","Consumer","Furniture","Furnishings","12-1/2 Diameter Round Wall Clock","East","Pennsylvania","Philadelphia","Second Class",31.97,2,0.2,6.39,19.99
"CA-2015-137113","2015-12-01 00:00:00",2015,4,12,"December","Tuesday","Tamara Willingham","Home Office","Furniture","Chairs","Global Troy Executive Leather Low-Back Tilter","West","Washington","Seattle","Second Class",2003.92,5,0.2,125.25,6.25
"CA-2014-124394","2014-10-17 00:00:00",2014,4,10,"October","Friday","Tracy Blumstein","Consumer","Technology","Accessories","Case Logic 2.4GHz Wireless Keyboard","Central","Texas","Beaumont","Second Class",119.98,3,0.2,-18.0,-15.00
"CA-2017-101049","2017-06-21 00:00:00",2017,2,6,"June","Wednesday","Alan Shonely","Consumer","Furniture","Furnishings","Stacking Tray, Side-Loading, Legal, Smoke","East","Ohio","Cleveland","Second Class",17.92,5,0.2,2.46,13.73
"CA-2014-124394","2014-10-17 00:00:00",2014,4,10,"October","Friday","Tracy Blumstein","Consumer","Office Supplies","Binders","GBC Standard Recycled Report Covers, Clear Plastic Sheets","Central","Texas","Beaumont","Second Class",10.78,5,0.8,-17.25,-160.02
"CA-2016-145009","2016-12-05 00:00:00",2016,4,12,"December","Monday","Randy Ferguson","Corporate","Office Supplies","Labels","Avery 483","Central","Illinois","Chicago","Second Class",11.95,3,0.2,3.88,32.47
"CA-2017-101049","2017-06-21 00:00:00",2017,2,6,"June","Wednesday","Alan Shonely","Consumer","Office Supplies","Binders","Deluxe Heavy-Duty Vinyl Round Ring Binder","East","Ohio","Cleveland","Second Class",41.26,6,0.7,-34.38,-83.33
"CA-2017-121489","2017-08-21 00:00:00",2017,3,8,"August","Monday","Candace McMahon","Corporate","Office Supplies","Storage","Fellowes Stor/Drawer Steel Plus Storage Drawers","West","Washington","Seattle","Second Class",572.58,6,0.0,34.35,6.00
"CA-2017-121489","2017-08-21 00:00:00",2017,3,8,"August","Monday","Candace McMahon","Corporate","Furniture","Chairs","Padded Folding Chairs, Black, 4/Carton","West","Washington","Seattle","Second Class",388.7,6,0.2,38.87,10.00
"CA-2017-109393","2017-06-30 00:00:00",2017,2,6,"June","Friday","John Castell","Consumer","Furniture","Bookcases","Sauder Facets Collection Library, Sky Alder Finish","West","California","Los Angeles","Second Class",436.0,3,0.15,5.13,1.18
"US-2017-162670","2017-12-23 00:00:00",2017,4,12,"December","Saturday","Monica Federle","Corporate","Office Supplies","Envelopes","Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box","South","Arkansas","Little Rock","Second Class",182.94,3,0.0,85.98,47.00
"US-2017-162670","2017-12-23 00:00:00",2017,4,12,"December","Saturday","Monica Federle","Corporate","Office Supplies","Paper","Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size","South","Arkansas","Little Rock","Second Class",44.96,2,0.0,20.68,46.00
"US-2017-162670","2017-12-23 00:00:00",2017,4,12,"December","Saturday","Monica Federle","Corporate","Office Supplies","Storage","Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h","South","Arkansas","Little Rock","Second Class",367.96,4,0.0,14.72,4.00
"CA-2015-132465","2015-09-11 00:00:00",2015,3,9,"September","Friday","Don Miller","Corporate","Office Supplies","Storage","Fellowes Staxonsteel Drawer Files","East","New York","New York City","Second Class",772.68,4,0.0,108.18,14.00
"CA-2015-132465","2015-09-11 00:00:00",2015,3,9,"September","Friday","Don Miller","Corporate","Technology","Accessories","Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired","East","New York","New York City","Second Class",19.99,1,0.0,6.8,34.02
"CA-2017-134649","2017-01-26 00:00:00",2017,1,1,"January","Thursday","Carol Adams","Corporate","Office Supplies","Binders","Avery Poly Binder Pockets","South","Alabama","Hoover","Second Class",7.16,2,0.0,3.44,48.04
"CA-2015-113173","2015-11-15 00:00:00",2015,4,11,"November","Sunday","Dean Katz","Corporate","Office Supplies","Storage","Home/Office Personal File Carts","Central","Illinois","Chicago","Second Class",250.27,9,0.2,15.64,6.25
"CA-2015-113173","2015-11-15 00:00:00",2015,4,11,"November","Sunday","Dean Katz","Corporate","Office Supplies","Binders","Flexible Leather- Look Classic Collection Ring Binder","Central","Illinois","Chicago","Second Class",11.36,3,0.8,-17.05,-150.09
"CA-2017-153045","2017-01-19 00:00:00",2017,1,1,"January","Thursday","Neola Schneider","Consumer","Technology","Phones","Wilson Electronics DB Pro Signal Booster","East","Pennsylvania","Philadelphia","Second Class",429.6,2,0.4,-93.08,-21.67
"US-2017-162670","2017-12-23 00:00:00",2017,4,12,"December","Saturday","Monica Federle","Corporate","Technology","Phones","Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver","South","Arkansas","Little Rock","Second Class",494.97,3,0.0,148.49,30.00
"US-2015-104185","2015-09-03 00:00:00",2015,3,9,"September","Thursday","Jennifer Braxton","Corporate","Office Supplies","Storage","Iceberg Mobile Mega Data/Printer Cart ","East","New York","New York City","Second Class",120.33,1,0.0,31.29,26.00
"CA-2016-135461","2016-02-07 00:00:00",2016,1,2,"February","Sunday","Erica Bern","Corporate","Technology","Phones","Motorola L703CM","West","California","Los Angeles","Second Class",623.96,5,0.2,39.0,6.25
"US-2017-135062","2017-08-31 00:00:00",2017,3,8,"August","Thursday","Rob Lucas","Consumer","Office Supplies","Paper","Xerox 1945","South","North Carolina","Fayetteville","Second Class",229.54,7,0.2,83.21,36.25
"CA-2015-162950","2015-06-28 00:00:00",2015,2,6,"June","Sunday","Dorothy Wardle","Corporate","Furniture","Bookcases","Sauder Forest Hills Library with Doors, Woodland Oak Finish","East","Ohio","Troy","Second Class",482.94,6,0.5,-376.69,-78.00
"CA-2015-113173","2015-11-15 00:00:00",2015,4,11,"November","Sunday","Dean Katz","Corporate","Office Supplies","Supplies","Staple remover","Central","Illinois","Chicago","Second Class",8.72,5,0.2,-1.74,-19.95
"CA-2016-136406","2016-04-15 00:00:00",2016,2,4,"April","Friday","Bill Donatelli","Consumer","Furniture","Chairs","HON 5400 Series Task Chairs for Big and Tall","West","California","San Francisco","Second Class",1121.57,2,0.2,0.0,0.00
"US-2017-162670","2017-12-23 00:00:00",2017,4,12,"December","Saturday","Monica Federle","Corporate","Office Supplies","Storage","Personal Filing Tote with Lid, Black/Gray","South","Arkansas","Little Rock","Second Class",62.04,4,0.0,17.37,28.00
"CA-2017-102925","2017-11-05 00:00:00",2017,4,11,"November","Sunday","Christina DeMoss","Consumer","Furniture","Furnishings","Career Cubicle Clock, 8 1/4"", Black","East","New York","New York City","Second Class",101.4,5,0.0,38.53,38.00
"CA-2015-132465","2015-09-11 00:00:00",2015,3,9,"September","Friday","Don Miller","Corporate","Office Supplies","Storage","Space Solutions Industrial Galvanized Steel Shelving.","East","New York","New York City","Second Class",78.8,1,0.0,1.58,2.01
"CA-2015-132465","2015-09-11 00:00:00",2015,3,9,"September","Friday","Don Miller","Corporate","Furniture","Furnishings","Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting","East","New York","New York City","Second Class",210.68,2,0.0,50.56,24.00
"CA-2017-114804","2017-10-17 00:00:00",2017,4,10,"October","Tuesday","Barry Französisch","Corporate","Technology","Phones","Panasonic KX-TG6844B Expandable Digital Cordless Telephone","West","California","Modesto","Second Class",52.79,1,0.2,4.62,8.75
"CA-2016-140438","2016-12-24 00:00:00",2016,4,12,"December","Saturday","Pauline Webber","Corporate","Technology","Phones","Samsung Rugby III","East","New York","New York City","Second Class",197.97,3,0.0,53.45,27.00
"CA-2014-127859","2014-03-17 00:00:00",2014,1,3,"March","Monday","Quincy Jones","Corporate","Office Supplies","Paper","Xerox 1909","East","Pennsylvania","Philadelphia","Second Class",126.62,6,0.2,41.15,32.50
"CA-2016-136371","2016-03-19 00:00:00",2016,1,3,"March","Saturday","Susan Vittorini","Consumer","Furniture","Furnishings","GE 4 Foot Flourescent Tube, 40 Watt","East","New York","Oceanside","Second Class",14.98,1,0.0,6.89,45.99
"CA-2016-136371","2016-03-19 00:00:00",2016,1,3,"March","Saturday","Susan Vittorini","Consumer","Furniture","Furnishings","Master Caster Door Stop, Brown","East","New York","Oceanside","Second Class",20.32,4,0.0,6.91,34.01
"CA-2015-161445","2015-09-07 00:00:00",2015,3,9,"September","Monday","Corey Catlett","Corporate","Office Supplies","Art","Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener","South","North Carolina","Durham","Second Class",140.74,4,0.2,12.31,8.75
"US-2015-165743","2015-11-20 00:00:00",2015,4,11,"November","Friday","Michelle Moray","Consumer","Office Supplies","Binders","Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders","West","Colorado","Aurora","Second Class",9.61,6,0.7,-7.37,-76.69
"CA-2017-121293","2017-07-25 00:00:00",2017,3,7,"July","Tuesday","John Castell","Consumer","Office Supplies","Paper","Xerox 216","East","Pennsylvania","Philadelphia","Second Class",20.74,4,0.2,7.26,35.00
"CA-2016-154690","2016-08-15 00:00:00",2016,3,8,"August","Monday","Christopher Conant","Consumer","Furniture","Chairs","Hon Olson Stacker Stools","South","North Carolina","Fayetteville","Second Class",225.3,2,0.2,22.53,10.00
"CA-2015-120341","2015-09-26 00:00:00",2015,3,9,"September","Saturday","Sarah Foster","Consumer","Office Supplies","Binders","Catalog Binders with Expanding Posts","East","Pennsylvania","Philadelphia","Second Class",121.1,6,0.7,-100.92,-83.34
"CA-2015-120341","2015-09-26 00:00:00",2015,3,9,"September","Saturday","Sarah Foster","Consumer","Technology","Phones","Grandstream GXP2100 Mainstream Business Phone","East","Pennsylvania","Philadelphia","Second Class",45.89,1,0.4,-9.18,-20.00
"US-2015-165743","2015-11-20 00:00:00",2015,4,11,"November","Friday","Michelle Moray","Consumer","Furniture","Bookcases","Sauder Barrister Bookcases","West","Colorado","Aurora","Second Class",145.76,6,0.7,-247.8,-170.01
"US-2015-165743","2015-11-20 00:00:00",2015,4,11,"November","Friday","Michelle Moray","Consumer","Office Supplies","Binders","Wilson Jones Custom Binder Spines & Labels","West","Colorado","Aurora","Second Class",4.9,3,0.7,-3.43,-70.00
"CA-2016-137939","2016-07-20 00:00:00",2016,3,7,"July","Wednesday","Pauline Johnson","Consumer","Technology","Phones","invisibleSHIELD by ZAGG Smudge-Free Screen Protector","East","New York","Long Beach","Second Class",89.95,5,0.0,43.18,48.00
"CA-2017-121293","2017-07-25 00:00:00",2017,3,7,"July","Tuesday","John Castell","Consumer","Office Supplies","Storage","Fellowes Bankers Box Staxonsteel Drawer File/Stacking System","East","Pennsylvania","Philadelphia","Second Class",259.92,5,0.2,-25.99,-10.00
"CA-2017-121293","2017-07-25 00:00:00",2017,3,7,"July","Tuesday","John Castell","Consumer","Furniture","Tables","Bush Cubix Conference Tables, Fully Assembled","East","Pennsylvania","Philadelphia","Second Class",138.59,1,0.4,-34.65,-25.00
"CA-2017-121293","2017-07-25 00:00:00",2017,3,7,"July","Tuesday","John Castell","Consumer","Office Supplies","Supplies","Acme Galleria Hot Forged Steel Scissors with Colored Handles","East","Pennsylvania","Philadelphia","Second Class",37.75,3,0.2,4.25,11.26
"CA-2016-115588","2016-11-10 00:00:00",2016,4,11,"November","Thursday","Art Foster","Consumer","Office Supplies","Supplies","Staple remover","East","Ohio","Toledo","Second Class",14.72,5,0.2,-3.31,-22.49
"CA-2016-115588","2016-11-10 00:00:00",2016,4,11,"November","Thursday","Art Foster","Consumer","Office Supplies","Storage","Acco Perma 4000 Stacking Storage Drawers","East","Ohio","Toledo","Second Class",38.98,3,0.2,-2.44,-6.26
"CA-2017-152499","2017-01-22 00:00:00",2017,1,1,"January","Sunday","Edward Hooks","Corporate","Office Supplies","Art","Newell 348","Central","Illinois","Chicago","Second Class",7.87,3,0.2,0.89,11.31
"CA-2017-152499","2017-01-22 00:00:00",2017,1,1,"January","Sunday","Edward Hooks","Corporate","Office Supplies","Fasteners","Staples","Central","Illinois","Chicago","Second Class",15.12,5,0.2,4.91,32.47
"CA-2017-104864","2017-11-18 00:00:00",2017,4,11,"November","Saturday","Jim Sink","Corporate","Office Supplies","Paper","Xerox 211","South","Florida","Miramar","Second Class",41.47,8,0.2,14.52,35.01
"CA-2017-104864","2017-11-18 00:00:00",2017,4,11,"November","Saturday","Jim Sink","Corporate","Office Supplies","Paper","Xerox 221","South","Florida","Miramar","Second Class",20.74,4,0.2,7.26,35.00
"CA-2017-104864","2017-11-18 00:00:00",2017,4,11,"November","Saturday","Jim Sink","Corporate","Office Supplies","Appliances","Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection","South","Florida","Miramar","Second Class",389.06,4,0.2,48.63,12.50
"CA-2017-121293","2017-07-25 00:00:00",2017,3,7,"July","Tuesday","John Castell","Consumer","Furniture","Furnishings","Eldon 200 Class Desk Accessories","East","Pennsylvania","Philadelphia","Second Class",20.1,4,0.2,3.01,14.98
"US-2016-167339","2016-01-21 00:00:00",2016,1,1,"January","Thursday","Tamara Dahlen","Consumer","Furniture","Chairs","Global Super Steno Chair","West","California","San Diego","Second Class",153.57,2,0.2,-5.76,-3.75
"US-2016-167339","2016-01-21 00:00:00",2016,1,1,"January","Thursday","Tamara Dahlen","Consumer","Furniture","Chairs","Global Ergonomic Managers Chair","West","California","San Diego","Second Class",1013.49,7,0.2,76.01,7.50
"CA-2014-115259","2014-08-25 00:00:00",2014,3,8,"August","Monday","Ryan Crowe","Consumer","Office Supplies","Envelopes","Tyvek  Top-Opening Peel & Seel Envelopes, Plain White","East","Ohio","Columbus","Second Class",130.46,6,0.2,44.03,33.75
"CA-2017-100650","2017-06-29 00:00:00",2017,2,6,"June","Thursday","Dean Katz","Corporate","Office Supplies","Storage","Tennsco 16-Compartment Lockers with Coat Rack","West","California","Anaheim","Second Class",1295.78,2,0.0,310.99,24.00
"CA-2016-131093","2016-09-17 00:00:00",2016,3,9,"September","Saturday","Troy Staebel","Consumer","Office Supplies","Storage","Safco Industrial Shelving","East","Ohio","Springfield","Second Class",295.4,5,0.2,-62.77,-21.25
"CA-2016-102932","2016-09-19 00:00:00",2016,3,9,"September","Monday","Shirley Daniels","Home Office","Office Supplies","Binders","Storex DuraTech Recycled Plastic Frosted Binders","East","New Jersey","Orange","Second Class",25.44,6,0.0,12.72,50.00
"CA-2016-102932","2016-09-19 00:00:00",2016,3,9,"September","Monday","Shirley Daniels","Home Office","Office Supplies","Supplies","Acme Forged Steel Scissors with Black Enamel Handles","East","New Jersey","Orange","Second Class",27.93,3,0.0,8.1,29.00
"CA-2014-155852","2014-03-03 00:00:00",2014,1,3,"March","Monday","Ashley Jarboe","Consumer","Office Supplies","Art","Zebra Zazzle Fluorescent Highlighters","South","North Carolina","Wilmington","Second Class",19.46,4,0.2,3.4,17.47
"CA-2016-130799","2016-11-11 00:00:00",2016,4,11,"November","Friday","Berenike Kampe","Consumer","Furniture","Furnishings","Eldon Regeneration Recycled Desk Accessories, Smoke","West","California","San Francisco","Second Class",6.96,4,0.0,2.23,32.04
"CA-2017-119914","2017-05-04 00:00:00",2017,2,5,"May","Thursday","Chris Cortes","Consumer","Office Supplies","Appliances","Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection","West","California","Westminster","Second Class",243.16,2,0.0,72.95,30.00
"CA-2016-128531","2016-11-24 00:00:00",2016,4,11,"November","Thursday","Neola Schneider","Consumer","Office Supplies","Storage","Sterilite Officeware Hinged File Box","Central","Texas","Dallas","Second Class",41.92,5,0.2,3.67,8.75
"US-2016-147711","2016-09-03 00:00:00",2016,3,9,"September","Saturday","Herbert Flentye","Consumer","Office Supplies","Labels","Avery 486","East","Maryland","Baltimore","Second Class",58.48,8,0.0,27.49,47.01
"US-2016-147711","2016-09-03 00:00:00",2016,3,9,"September","Saturday","Herbert Flentye","Consumer","Office Supplies","Binders","Acco Expandable Hanging Binders","East","Maryland","Baltimore","Second Class",12.76,2,0.0,5.87,46.00
"US-2016-147711","2016-09-03 00:00:00",2016,3,9,"September","Saturday","Herbert Flentye","Consumer","Furniture","Furnishings","Eldon Expressions Wood Desk Accessories, Oak","East","Maryland","Baltimore","Second Class",14.76,2,0.0,4.28,29.00
"CA-2016-128531","2016-11-24 00:00:00",2016,4,11,"November","Thursday","Neola Schneider","Consumer","Technology","Accessories","Logitech G19 Programmable Gaming Keyboard","Central","Texas","Dallas","Second Class",297.58,3,0.2,-7.44,-2.50
"CA-2014-142727","2014-04-29 00:00:00",2014,2,4,"April","Tuesday","Harry Greene","Consumer","Furniture","Chairs","Global Stack Chair without Arms, Black","South","Louisiana","Lake Charles","Second Class",51.96,2,0.0,12.99,25.00
"CA-2014-142727","2014-04-29 00:00:00",2014,2,4,"April","Tuesday","Harry Greene","Consumer","Office Supplies","Binders","Avery Non-Stick Heavy Duty View Round Locking Ring Binders","South","Louisiana","Lake Charles","Second Class",17.94,3,0.0,8.61,47.99
"CA-2016-128531","2016-11-24 00:00:00",2016,4,11,"November","Thursday","Neola Schneider","Consumer","Office Supplies","Fasteners","Colored Push Pins","Central","Texas","Dallas","Second Class",4.34,3,0.2,0.87,20.05
"CA-2016-128531","2016-11-24 00:00:00",2016,4,11,"November","Thursday","Neola Schneider","Consumer","Technology","Accessories","Logitech G105 Gaming Keyboard","Central","Texas","Dallas","Second Class",94.99,2,0.2,-2.37,-2.49
"CA-2016-128531","2016-11-24 00:00:00",2016,4,11,"November","Thursday","Neola Schneider","Consumer","Office Supplies","Paper","Xerox 1925","Central","Texas","Dallas","Second Class",74.35,3,0.2,23.24,31.26
"CA-2016-128531","2016-11-24 00:00:00",2016,4,11,"November","Thursday","Neola Schneider","Consumer","Office Supplies","Art","Dixon My First Ticonderoga Pencil, #2","Central","Texas","Dallas","Second Class",14.04,3,0.2,1.58,11.25
"CA-2016-126102","2016-09-10 00:00:00",2016,3,9,"September","Saturday","Dianna Vittorini","Consumer","Office Supplies","Binders","Ibico EB-19 Dual Function Manual Binding System","West","California","Los Angeles","Second Class",276.78,2,0.2,89.95,32.50
"CA-2017-169327","2017-09-02 00:00:00",2017,3,9,"September","Saturday","Marc Harrigan","Home Office","Office Supplies","Appliances","Acco Six-Outlet Power Strip, 4' Cord Length","West","California","Los Angeles","Second Class",43.1,5,0.0,11.21,26.01
"CA-2017-104864","2017-11-18 00:00:00",2017,4,11,"November","Saturday","Jim Sink","Corporate","Office Supplies","Binders","Ibico Plastic and Wire Spiral Binding Combs","South","Florida","Miramar","Second Class",20.23,8,0.7,-16.19,-80.03
"CA-2014-133963","2014-05-18 00:00:00",2014,2,5,"May","Sunday","George Ashbrook","Consumer","Office Supplies","Paper","Xerox 1949","Central","Texas","Dallas","Second Class",3.98,1,0.2,1.44,36.18
"CA-2017-104864","2017-11-18 00:00:00",2017,4,11,"November","Saturday","Jim Sink","Corporate","Office Supplies","Storage","Tennsco Commercial Shelving","South","Florida","Miramar","Second Class",81.36,5,0.2,-19.32,-23.75
"CA-2017-118731","2017-11-20 00:00:00",2017,4,11,"November","Monday","Liz Pelletier","Consumer","Furniture","Furnishings","Coloredge Poster Frame","West","California","San Francisco","Second Class",42.6,3,0.0,16.61,38.99
"CA-2017-118731","2017-11-20 00:00:00",2017,4,11,"November","Monday","Liz Pelletier","Consumer","Office Supplies","Binders","GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb","West","California","San Francisco","Second Class",84.06,7,0.2,27.32,32.50
"CA-2014-145576","2014-09-14 00:00:00",2014,3,9,"September","Sunday","Cynthia Arntzen","Consumer","Office Supplies","Appliances","Sanitaire Vibra Groomer IR Commercial Upright Vacuum, Replacement Belts","South","Florida","Tampa","Second Class",13.0,5,0.2,1.3,10.00
